ODOMETRY,0.100068080139,0.100249642432,-0.000326992241362
ODOMETRY,0,0,0
SENSOR,1,4.125653687,
SENSOR,2,0.9539979024,
SENSOR,3,2.102019172,
ODOMETRY,0,0,0
SENSOR,1,4.087942682,
SENSOR,2,0.8545717376,
SENSOR,3,1.982321018,
ODOMETRY,0,0,0
SENSOR,1,3.937426152,
SENSOR,2,0.9057508802,
SENSOR,3,2.134841648,
ODOMETRY,0,0,0
SENSOR,1,3.942434867,
SENSOR,2,1.179595151,
SENSOR,3,2.009787145,
ODOMETRY,0,0,0
SENSOR,1,3.976540678,
SENSOR,2,0.9771093665,
SENSOR,3,1.946107314,
ODOMETRY,0,0,0
SENSOR,1,4.016351781,
SENSOR,2,1.008844187,
SENSOR,3,2.053013297,
ODOMETRY,0,0,0
SENSOR,1,3.9452347,
SENSOR,2,1.068957359,
SENSOR,3,2.049334792,
ODOMETRY,0,0,0
SENSOR,1,4.04902442,
SENSOR,2,0.991946971,
SENSOR,3,2.030239618,
ODOMETRY,0,0,0
SENSOR,1,3.888816529,
SENSOR,2,1.046301101,
SENSOR,3,2.020884538,
ODOMETRY,0,0,0
SENSOR,1,3.991616143,
SENSOR,2,1.169788566,
SENSOR,3,1.812551278,
ODOMETRY,0,0,0
SENSOR,1,4.05026084,
SENSOR,2,0.9761626284,
SENSOR,3,1.822294204,
ODOMETRY,0,0,0
SENSOR,1,4.015185405,
SENSOR,2,1.009794489,
SENSOR,3,1.963061422,
ODOMETRY,0,0,0
SENSOR,1,4.092517397,
SENSOR,2,0.9076590131,
SENSOR,3,1.907368196,
ODOMETRY,0,0,0
SENSOR,1,4.107834778,
SENSOR,2,1.035282669,
SENSOR,3,2.074529925,
ODOMETRY,0,0,0
SENSOR,1,4.06739103,
SENSOR,2,1.035098145,
SENSOR,3,1.99384712,
ODOMETRY,0,0,0
SENSOR,1,4.010123717,
SENSOR,2,1.087769823,
SENSOR,3,1.79897302,
ODOMETRY,0,0,0
SENSOR,1,4.15102463,
SENSOR,2,0.962900686,
SENSOR,3,2.028489025,
ODOMETRY,0,0,0
SENSOR,1,3.87137994,
SENSOR,2,0.9861341935,
SENSOR,3,1.991079229,
ODOMETRY,0,0,0
SENSOR,1,3.856777648,
SENSOR,2,1.092037384,
SENSOR,3,1.814280212,
ODOMETRY,0,0,0
SENSOR,1,4.092735177,
SENSOR,2,1.099870783,
SENSOR,3,1.942452878,
ODOMETRY,0,0,0
SENSOR,1,3.908837217,
SENSOR,2,1.142970808,
SENSOR,3,2.046253875,
ODOMETRY,0,0,0
SENSOR,1,3.958744713,
SENSOR,2,1.163980421,
SENSOR,3,1.924978849,
ODOMETRY,0,0,0
SENSOR,1,3.959378856,
SENSOR,2,0.8987712225,
SENSOR,3,2.02198756,
ODOMETRY,0,0,0
SENSOR,1,4.040514455,
SENSOR,2,0.9422441282,
SENSOR,3,1.84257759,
ODOMETRY,0,0,0
SENSOR,1,3.886667057,
SENSOR,2,0.9660452796,
SENSOR,3,1.871672473,
ODOMETRY,0,0,0
SENSOR,1,3.913615241,
SENSOR,2,1.093336611,
SENSOR,3,1.841491162,
ODOMETRY,0,0,0
SENSOR,1,3.988665359,
SENSOR,2,1.102934412,
SENSOR,3,2.043236659,
ODOMETRY,0,0,0
SENSOR,1,3.989007684,
SENSOR,2,0.9203448901,
SENSOR,3,1.964474743,
ODOMETRY,0,0,0
SENSOR,1,3.956068996,
SENSOR,2,1.096838214,
SENSOR,3,2.056669706,
ODOMETRY,0,0,0
SENSOR,1,3.805537909,
SENSOR,2,1.188437437,
SENSOR,3,2.032479878,
ODOMETRY,0,0,0
SENSOR,1,3.940383486,
SENSOR,2,1.098071401,
SENSOR,3,2.02923424,
ODOMETRY,0,0,0
SENSOR,1,4.214351907,
SENSOR,2,1.078970168,
SENSOR,3,2.036782297,
ODOMETRY,0,0,0
SENSOR,1,3.768149264,
SENSOR,2,1.039406955,
SENSOR,3,2.093625523,
ODOMETRY,0,0,0
SENSOR,1,3.997905614,
SENSOR,2,1.179722253,
SENSOR,3,1.861481002,
ODOMETRY,0,0,0
SENSOR,1,4.111794851,
SENSOR,2,0.8149114755,
SENSOR,3,2.079542449,
ODOMETRY,0,0,0
SENSOR,1,3.909529193,
SENSOR,2,1.043839983,
SENSOR,3,1.940745052,
ODOMETRY,0,0,0
SENSOR,1,3.964465641,
SENSOR,2,0.9048612909,
SENSOR,3,1.928515307,
ODOMETRY,0,0,0
SENSOR,1,3.921238467,
SENSOR,2,1.036584171,
SENSOR,3,1.947250813,
ODOMETRY,0,0,0
SENSOR,1,4.076834011,
SENSOR,2,1.107321746,
SENSOR,3,2.21012753,
ODOMETRY,0,0,0
SENSOR,1,3.923403095,
SENSOR,2,0.8158546099,
SENSOR,3,1.933448983,
ODOMETRY,0,0,0
SENSOR,1,3.907627824,
SENSOR,2,0.960118224,
SENSOR,3,1.912137769,
ODOMETRY,0,0,0
SENSOR,1,3.917757142,
SENSOR,2,0.9709407449,
SENSOR,3,2.11244451,
ODOMETRY,0,0,0
SENSOR,1,3.967030125,
SENSOR,2,0.9519865789,
SENSOR,3,2.0705887,
ODOMETRY,0,0,0
SENSOR,1,3.971238038,
SENSOR,2,1.012140744,
SENSOR,3,2.066069112,
ODOMETRY,0,0,0
SENSOR,1,3.985026401,
SENSOR,2,1.106387927,
SENSOR,3,1.999159295,
ODOMETRY,0,0,0
SENSOR,1,3.907702988,
SENSOR,2,0.9969022915,
SENSOR,3,2.044566288,
ODOMETRY,0,0,0
SENSOR,1,4.026358045,
SENSOR,2,1.068217333,
SENSOR,3,1.977022192,
ODOMETRY,0,0,0
SENSOR,1,3.949693163,
SENSOR,2,0.9314150262,
SENSOR,3,2.160437596,
ODOMETRY,0,0,0
SENSOR,1,3.974841041,
SENSOR,2,1.035331342,
SENSOR,3,2.137391738,
ODOMETRY,0,0,0
SENSOR,1,4.100136734,
SENSOR,2,0.9849861184,
SENSOR,3,2.095725344,
ODOMETRY,0,0,0
SENSOR,1,4.012320277,
SENSOR,2,0.9793457345,
SENSOR,3,2.118743511,
ODOMETRY,0,0,0
SENSOR,1,3.896141409,
SENSOR,2,0.8687270631,
SENSOR,3,2.029092616,
ODOMETRY,0,0,0
SENSOR,1,4.024394797,
SENSOR,2,1.034924954,
SENSOR,3,1.923877383,
ODOMETRY,0,0,0
SENSOR,1,3.926087326,
SENSOR,2,0.8568275395,
SENSOR,3,2.001504311,
ODOMETRY,0,0,0
SENSOR,1,4.043700242,
SENSOR,2,1.021699871,
SENSOR,3,2.02122609,
ODOMETRY,0,0,0
SENSOR,1,3.880758846,
SENSOR,2,1.087643106,
SENSOR,3,1.941960854,
ODOMETRY,0,0,0
SENSOR,1,4.00770119,
SENSOR,2,1.123705964,
SENSOR,3,2.053016919,
ODOMETRY,0,0,0
SENSOR,1,4.093150288,
SENSOR,2,0.785606441,
SENSOR,3,1.829140391,
ODOMETRY,0,0,0
SENSOR,1,4.071710134,
SENSOR,2,0.8253106389,
SENSOR,3,1.843015065,
ODOMETRY,0,0,0
SENSOR,1,3.919490436,
SENSOR,2,1.048763674,
SENSOR,3,2.131093387,
ODOMETRY,0,0,0
SENSOR,1,3.885467993,
SENSOR,2,0.9542495148,
SENSOR,3,2.012129563,
ODOMETRY,0,0,0
SENSOR,1,4.04851914,
SENSOR,2,0.9834636106,
SENSOR,3,1.969457446,
ODOMETRY,0,0,0
SENSOR,1,4.075676511,
SENSOR,2,1.103311982,
SENSOR,3,1.957847476,
ODOMETRY,0,0,0
SENSOR,1,4.067714085,
SENSOR,2,1.171403919,
SENSOR,3,2.024235477,
ODOMETRY,0,0,0
SENSOR,1,4.050562977,
SENSOR,2,0.82210581,
SENSOR,3,1.791198976,
ODOMETRY,0,0,0
SENSOR,1,4.077129512,
SENSOR,2,1.048318189,
SENSOR,3,2.048312572,
ODOMETRY,0,0,0
SENSOR,1,3.820155837,
SENSOR,2,1.066810558,
SENSOR,3,2.067587562,
ODOMETRY,0,0,0
SENSOR,1,4.03515852,
SENSOR,2,1.082218267,
SENSOR,3,1.958144832,
ODOMETRY,0,0,0
SENSOR,1,4.042908794,
SENSOR,2,1.046472168,
SENSOR,3,2.021909902,
ODOMETRY,0,0,0
SENSOR,1,3.951130603,
SENSOR,2,0.9548849992,
SENSOR,3,2.031799343,
ODOMETRY,0,0,0
SENSOR,1,3.908950756,
SENSOR,2,1.070774577,
SENSOR,3,2.158000501,
ODOMETRY,0,0,0
SENSOR,1,4.101040492,
SENSOR,2,1.153913247,
SENSOR,3,1.814127794,
ODOMETRY,0,0,0
SENSOR,1,4.076846809,
SENSOR,2,0.9157288927,
SENSOR,3,2.092562668,
ODOMETRY,0,0,0
SENSOR,1,3.954310029,
SENSOR,2,1.168095831,
SENSOR,3,1.93630107,
ODOMETRY,0,0,0
SENSOR,1,4.010499608,
SENSOR,2,1.122052829,
SENSOR,3,2.014446941,
ODOMETRY,0,0,0
SENSOR,1,4.003446584,
SENSOR,2,0.9407847646,
SENSOR,3,2.147262918,
ODOMETRY,0,0,0
SENSOR,1,3.905559824,
SENSOR,2,1.022440964,
SENSOR,3,2.045995611,
ODOMETRY,0,0,0
SENSOR,1,4.062991767,
SENSOR,2,1.122521375,
SENSOR,3,2.163763316,
ODOMETRY,0,0,0
SENSOR,1,3.994290468,
SENSOR,2,1.004079511,
SENSOR,3,1.95715976,
ODOMETRY,0,0,0
SENSOR,1,3.960644545,
SENSOR,2,1.177360366,
SENSOR,3,1.917686391,
ODOMETRY,0,0,0
SENSOR,1,3.894572999,
SENSOR,2,1.040677534,
SENSOR,3,1.739989747,
ODOMETRY,0,0,0
SENSOR,1,4.073885187,
SENSOR,2,0.7897813909,
SENSOR,3,1.993533277,
ODOMETRY,0,0,0
SENSOR,1,3.897259421,
SENSOR,2,0.8853872918,
SENSOR,3,2.036293051,
ODOMETRY,0,0,0
SENSOR,1,4.099800833,
SENSOR,2,1.108294099,
SENSOR,3,1.978452809,
ODOMETRY,0,0,0
SENSOR,1,4.046582244,
SENSOR,2,0.869560171,
SENSOR,3,1.945464084,
ODOMETRY,0,0,0
SENSOR,1,4.152651146,
SENSOR,2,1.112902085,
SENSOR,3,2.111653616,
ODOMETRY,0,0,0
SENSOR,1,4.165453123,
SENSOR,2,0.9040455251,
SENSOR,3,2.08259414,
ODOMETRY,0,0,0
SENSOR,1,3.867834838,
SENSOR,2,0.9715513094,
SENSOR,3,2.109690908,
ODOMETRY,0,0,0
SENSOR,1,4.030335343,
SENSOR,2,1.206278127,
SENSOR,3,1.906658947,
ODOMETRY,0,0,0
SENSOR,1,4.064616118,
SENSOR,2,1.131447905,
SENSOR,3,2.175447279,
ODOMETRY,0,0,0
SENSOR,1,3.988853774,
SENSOR,2,0.8582512161,
SENSOR,3,1.936344559,
ODOMETRY,0,0,0
SENSOR,1,4.083548298,
SENSOR,2,0.9458984718,
SENSOR,3,1.948807016,
ODOMETRY,0,0,0
SENSOR,1,3.881567169,
SENSOR,2,1.127535047,
SENSOR,3,2.032663218,
ODOMETRY,0,0,0
SENSOR,1,4.006913726,
SENSOR,2,1.037044782,
SENSOR,3,1.90321467,
ODOMETRY,0,0,0
SENSOR,1,4.061291459,
SENSOR,2,0.9282422424,
SENSOR,3,2.213563323,
ODOMETRY,0,0,0
SENSOR,1,3.986987204,
SENSOR,2,0.9963021078,
SENSOR,3,2.064255157,
ODOMETRY,0,0,0
SENSOR,1,4.053963929,
SENSOR,2,1.0949979,
SENSOR,3,2.101422512,
ODOMETRY,0,0,0
SENSOR,1,3.96727311,
SENSOR,2,0.852069196,
SENSOR,3,2.145262255,
ODOMETRY,0,0,0
SENSOR,1,4.035304639,
SENSOR,2,0.9513046183,
SENSOR,3,2.007808162,
ODOMETRY,0,0,0
SENSOR,1,4.113447907,
SENSOR,2,0.9555660202,
SENSOR,3,2.051532935,
ODOMETRY,0,0,0
SENSOR,1,3.954592704,
SENSOR,2,0.8671954848,
SENSOR,3,2.033001132,
ODOMETRY,0,0,0
SENSOR,1,3.917704346,
SENSOR,2,0.9273332495,
SENSOR,3,2.031335525,
ODOMETRY,0,0,0
SENSOR,1,3.912831005,
SENSOR,2,1.016543531,
SENSOR,3,2.065891802,
ODOMETRY,0,0,0
SENSOR,1,3.837804028,
SENSOR,2,0.9467700488,
SENSOR,3,2.02941538,
ODOMETRY,0,0,0
SENSOR,1,3.845485234,
SENSOR,2,0.9297577573,
SENSOR,3,1.999471174,
ODOMETRY,0,0,0
SENSOR,1,3.986248286,
SENSOR,2,0.8396300545,
SENSOR,3,2.055313029,
ODOMETRY,0,0,0
SENSOR,1,3.936912974,
SENSOR,2,1.067975448,
SENSOR,3,1.803762629,
ODOMETRY,0,0,0
SENSOR,1,4.148335244,
SENSOR,2,0.9300828873,
SENSOR,3,1.922048929,
ODOMETRY,0,0,0
SENSOR,1,3.95138313,
SENSOR,2,0.9758024693,
SENSOR,3,1.983474747,
ODOMETRY,0,0,0
SENSOR,1,4.053779778,
SENSOR,2,0.9477617803,
SENSOR,3,1.929048014,
ODOMETRY,0,0,0
SENSOR,1,4.098001225,
SENSOR,2,0.9782151731,
SENSOR,3,1.908488436,
ODOMETRY,0,0,0
SENSOR,1,4.149705551,
SENSOR,2,1.081622854,
SENSOR,3,2.064902944,
ODOMETRY,0,0,0
SENSOR,1,3.850977949,
SENSOR,2,1.018964967,
SENSOR,3,2.111470307,
ODOMETRY,0,0,0
SENSOR,1,3.872460187,
SENSOR,2,0.8838144348,
SENSOR,3,2.02248389,
ODOMETRY,0,0,0
SENSOR,1,3.840171898,
SENSOR,2,1.245718455,
SENSOR,3,2.026352907,
ODOMETRY,0,0,0
SENSOR,1,4.051276804,
SENSOR,2,1.108034912,
SENSOR,3,1.926053568,
ODOMETRY,0,0,0
SENSOR,1,3.845770245,
SENSOR,2,0.9082112977,
SENSOR,3,2.242435735,
ODOMETRY,0,0,0
SENSOR,1,3.961082451,
SENSOR,2,1.070869266,
SENSOR,3,1.847296868,
ODOMETRY,0,0,0
SENSOR,1,4.024812219,
SENSOR,2,0.8596849268,
SENSOR,3,1.903682688,
ODOMETRY,0,0,0
SENSOR,1,3.944999518,
SENSOR,2,1.116087395,
SENSOR,3,1.929066958,
ODOMETRY,0,0,0
SENSOR,1,4.046389041,
SENSOR,2,0.9006225977,
SENSOR,3,1.823909762,
ODOMETRY,0,0,0
SENSOR,1,4.036312107,
SENSOR,2,1.057143377,
SENSOR,3,2.141359335,
ODOMETRY,0,0,0
SENSOR,1,3.992030931,
SENSOR,2,1.090902288,
SENSOR,3,1.919732365,
ODOMETRY,0,0,0
SENSOR,1,4.133822734,
SENSOR,2,1.058945356,
SENSOR,3,2.156890409,
ODOMETRY,0,0,0
SENSOR,1,3.820367557,
SENSOR,2,1.109685274,
SENSOR,3,2.107262897,
ODOMETRY,0,0,0
SENSOR,1,3.950955247,
SENSOR,2,0.9364849099,
SENSOR,3,2.07769602,
ODOMETRY,0,0,0
SENSOR,1,4.046762474,
SENSOR,2,1.115303727,
SENSOR,3,1.829749856,
ODOMETRY,0,0,0
SENSOR,1,3.801624051,
SENSOR,2,1.080472826,
SENSOR,3,1.92944209,
ODOMETRY,0,0,0
SENSOR,1,3.956838677,
SENSOR,2,1.044874174,
SENSOR,3,2.171511799,
ODOMETRY,0,0,0
SENSOR,1,3.903159733,
SENSOR,2,1.020464161,
SENSOR,3,2.041231618,
ODOMETRY,0,0,0
SENSOR,1,3.988512628,
SENSOR,2,1.068122339,
SENSOR,3,1.949833118,
ODOMETRY,0,0,0
SENSOR,1,4.122736054,
SENSOR,2,0.9876619863,
SENSOR,3,1.727029605,
ODOMETRY,0,0,0
SENSOR,1,3.977619827,
SENSOR,2,1.019343593,
SENSOR,3,2.076800477,
ODOMETRY,0,0,0
SENSOR,1,4.000913414,
SENSOR,2,0.9157073539,
SENSOR,3,2.054056309,
ODOMETRY,0,0,0
SENSOR,1,3.964998663,
SENSOR,2,0.9067313584,
SENSOR,3,2.017191847,
ODOMETRY,0,0,0
SENSOR,1,3.977888571,
SENSOR,2,0.9188403889,
SENSOR,3,2.087900489,
ODOMETRY,0,0,0
SENSOR,1,3.989268019,
SENSOR,2,1.226974785,
SENSOR,3,1.998939851,
ODOMETRY,0,0,0
SENSOR,1,4.060597494,
SENSOR,2,1.144355484,
SENSOR,3,2.059163571,
ODOMETRY,0,0,0
SENSOR,1,3.907091268,
SENSOR,2,0.9667606175,
SENSOR,3,1.921191378,
ODOMETRY,0,0,0
SENSOR,1,4.124231383,
SENSOR,2,1.030513273,
SENSOR,3,2.028180182,
ODOMETRY,0,0,0
SENSOR,1,4.075804377,
SENSOR,2,1.036033493,
SENSOR,3,1.871348263,
ODOMETRY,0,0,0
SENSOR,1,3.981974163,
SENSOR,2,0.9552019845,
SENSOR,3,1.981930683,
ODOMETRY,0,0,0
SENSOR,1,3.812492709,
SENSOR,2,1.205444566,
SENSOR,3,2.086458236,
ODOMETRY,0,0,0
SENSOR,1,3.956793398,
SENSOR,2,1.028141225,
SENSOR,3,1.884361737,
ODOMETRY,0,0,0
SENSOR,1,4.117167174,
SENSOR,2,1.020689554,
SENSOR,3,1.961488245,
ODOMETRY,0,0,0
SENSOR,1,4.161726445,
SENSOR,2,0.9923644241,
SENSOR,3,2.13414292,
ODOMETRY,0,0,0
SENSOR,1,4.136891771,
SENSOR,2,0.9497026112,
SENSOR,3,1.964603531,
ODOMETRY,0,0,0
SENSOR,1,4.238745898,
SENSOR,2,0.9548622414,
SENSOR,3,1.997403586,
ODOMETRY,0,0,0
SENSOR,1,3.807485386,
SENSOR,2,1.062722453,
SENSOR,3,2.110025352,
ODOMETRY,0,0,0
SENSOR,1,4.184557889,
SENSOR,2,0.9123877436,
SENSOR,3,2.115966719,
ODOMETRY,0,0,0
SENSOR,1,3.951095914,
SENSOR,2,1.0175488,
SENSOR,3,1.942343798,
ODOMETRY,0,0,0
SENSOR,1,4.027484775,
SENSOR,2,1.02805417,
SENSOR,3,2.117362401,
ODOMETRY,0,0,0
SENSOR,1,3.967783519,
SENSOR,2,0.9728887936,
SENSOR,3,1.93015394,
ODOMETRY,0,0,0
SENSOR,1,3.876297323,
SENSOR,2,0.8758077475,
SENSOR,3,2.134007596,
ODOMETRY,0,0,0
SENSOR,1,4.073878184,
SENSOR,2,0.9413152097,
SENSOR,3,2.012174885,
ODOMETRY,0,0,0
SENSOR,1,3.917785452,
SENSOR,2,1.141990105,
SENSOR,3,1.914349332,
ODOMETRY,0,0,0
SENSOR,1,3.807283109,
SENSOR,2,0.8546884522,
SENSOR,3,2.008229588,
ODOMETRY,0,0,0
SENSOR,1,4.050084823,
SENSOR,2,1.021226934,
SENSOR,3,1.9462786,
ODOMETRY,0,0,0
SENSOR,1,4.015938643,
SENSOR,2,0.8434217529,
SENSOR,3,1.961404426,
ODOMETRY,0,0,0
SENSOR,1,3.894357724,
SENSOR,2,1.132828952,
SENSOR,3,2.034950322,
ODOMETRY,0,0,0
SENSOR,1,3.996014413,
SENSOR,2,1.037605814,
SENSOR,3,1.947298507,
ODOMETRY,0,0,0
SENSOR,1,3.939935882,
SENSOR,2,0.9834323733,
SENSOR,3,2.108916735,
ODOMETRY,0,0,0
SENSOR,1,3.988181828,
SENSOR,2,0.9514228618,
SENSOR,3,1.997992107,
ODOMETRY,0,0,0
SENSOR,1,4.060889043,
SENSOR,2,0.9833316542,
SENSOR,3,2.01771137,
ODOMETRY,0,0,0
SENSOR,1,3.98938977,
SENSOR,2,1.042528554,
SENSOR,3,2.215889542,
ODOMETRY,0,0,0
SENSOR,1,4.14927368,
SENSOR,2,0.8804748777,
SENSOR,3,1.964810426,
ODOMETRY,0,0,0
SENSOR,1,3.938578677,
SENSOR,2,0.9013916286,
SENSOR,3,1.967153522,
ODOMETRY,0,0,0
SENSOR,1,4.015497236,
SENSOR,2,1.15659959,
SENSOR,3,1.961481777,
ODOMETRY,0,0,0
SENSOR,1,4.032306034,
SENSOR,2,1.197372892,
SENSOR,3,1.948703974,
ODOMETRY,0,0,0
SENSOR,1,4.12881875,
SENSOR,2,0.8966594683,
SENSOR,3,1.988673006,
ODOMETRY,0,0,0
SENSOR,1,4.031436551,
SENSOR,2,0.956897786,
SENSOR,3,2.03015673,
ODOMETRY,0,0,0
SENSOR,1,4.029300817,
SENSOR,2,0.928733281,
SENSOR,3,1.981557511,
ODOMETRY,0,0,0
SENSOR,1,4.073312154,
SENSOR,2,1.108243251,
SENSOR,3,1.932556827,
ODOMETRY,0,0,0
SENSOR,1,4.01774988,
SENSOR,2,1.01061946,
SENSOR,3,1.901688374,
ODOMETRY,0,0,0
